3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,10,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0
0,0,3,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0
0,0,0,3,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0
0,0,0,0,3,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0
0,0,0,0,0,3,1,1,1,2,1,1,1,3,0,0,0,0,0,0
0,0,0,0,0,0,3,1,1,1,1,1,1,3,0,0,0,0,0,0
0,0,0,0,0,0,3,1,1,1,1,1,1,3,0,0,0,0,0,0
0,0,0,0,0,0,3,1,1,1,1,1,1,1,3,0,0,0,0,0
0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,3,0,0,0,0
0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,20,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
